State,County,# Mental Health Providers
Maryland,Calvert,169
Maryland,Caroline,12
Maryland,Carroll,319
Maryland,Cecil,180
Maryland,Charles,229
Maryland,Dorchester,74
Maryland,Frederick,500
Maryland,Garrett,38
Maryland,Harford,400
Maryland,Howard,847
Maryland,Kent,33
Maryland,Montgomery,"3,072"
Maryland,Prince George's,"1,133"
Maryland,Queen Anne's,49
Maryland,Somerset,63
Maryland,St. Mary's,120
Maryland,Talbot,163
Maryland,Washington,338
Maryland,Wicomico,263
Maryland,Worcester,110
Massachusetts,Barnstable,"1,042"
Massachusetts,Berkshire,"1,010"
Massachusetts,Bristol,"2,542"
Massachusetts,Dukes,100
Massachusetts,Essex,"4,088"
Massachusetts,Franklin,529
Massachusetts,Hampden,"3,915"
Massachusetts,Hampshire,"1,323"
Massachusetts,Middlesex,"8,277"
Massachusetts,Nantucket,37
Massachusetts,Norfolk,"3,877"
Massachusetts,Plymouth,"2,524"
Massachusetts,Suffolk,"5,968"
Massachusetts,Worcester,"3,840"
Michigan,Alcona,6
Michigan,Alger,6
Michigan,Allegan,92
Michigan,Alpena,82
Michigan,Antrim,8
Michigan,Arenac,29
Michigan,Baraga,9
Michigan,Barry,56
Michigan,Bay,236
Michigan,Benzie,20
Michigan,Berrien,314
Michigan,Branch,62
Michigan,Calhoun,415
Michigan,Cass,53
Michigan,Charlevoix,41
Michigan,Cheboygan,21
Michigan,Chippewa,94
Michigan,Clare,28
Michigan,Clinton,71
Michigan,Crawford,19
Michigan,Delta,58
Michigan,Dickinson,56
Michigan,Eaton,165
Michigan,Emmet,87
Michigan,Genesee,"1,081"
Michigan,Gladwin,24
Michigan,Gogebic,25
Michigan,Grand Traverse,378
Michigan,Gratiot,62
Michigan,Hillsdale,57
Michigan,Houghton,66
Michigan,Huron,35
Michigan,Ingham,"1,048"
Michigan,Ionia,80
Michigan,Iosco,43
Michigan,Iron,15
Michigan,Isabella,174
Michigan,Jackson,406
Michigan,Kalamazoo,932
Michigan,Kalkaska,7
Michigan,Kent,"2,034"
Michigan,Keweenaw,
Michigan,Lake,6
Michigan,Lapeer,118
Michigan,Leelanau,10
Michigan,Lenawee,209
Michigan,Livingston,331
Michigan,Luce,9
Michigan,Mackinac,15
Michigan,Macomb,"1,511"
Michigan,Manistee,30
Michigan,Marquette,214
Michigan,Mason,84
Michigan,Mecosta,51
Michigan,Menominee,23
Michigan,Midland,183
Michigan,Missaukee,4
Michigan,Monroe,233
Michigan,Montcalm,118
Michigan,Montmorency,11
Michigan,Muskegon,341
Michigan,Newaygo,86
Michigan,Oakland,"3,948"
Michigan,Oceana,9
Michigan,Ogemaw,13
Michigan,Ontonagon,2
Michigan,Osceola,30
Michigan,Oscoda,4
Michigan,Otsego,55
Michigan,Ottawa,475
Michigan,Presque Isle,3
Michigan,Roscommon,16
Michigan,Saginaw,458
Michigan,Sanilac,59
Michigan,Schoolcraft,17
Michigan,Shiawassee,94
Michigan,St. Clair,383
Michigan,St. Joseph,105
Michigan,Tuscola,137
Michigan,Van Buren,88
Michigan,Washtenaw,"1,818"
Michigan,Wayne,"4,785"
Michigan,Wexford,71
Mississippi,Adams,22
Mississippi,Alcorn,102
Mississippi,Amite,1
Mississippi,Attala,5
Mississippi,Benton,3
Mississippi,Bolivar,17
Mississippi,Calhoun,1
Mississippi,Carroll,
Mississippi,Chickasaw,5
Mississippi,Choctaw,8
Mississippi,Claiborne,3
Mississippi,Clarke,3
Mississippi,Clay,34
Mississippi,Coahoma,86
Mississippi,Copiah,3
Mississippi,Covington,13
Mississippi,DeSoto,139
Mississippi,Forrest,270
Mississippi,Franklin,
Mississippi,George,6
Mississippi,Greene,2
Mississippi,Grenada,10
Mississippi,Hancock,10
Mississippi,Harrison,338
Mississippi,Hinds,597
Mississippi,Holmes,5
Mississippi,Humphreys,
Mississippi,Issaquena,
Mississippi,Itawamba,5
Mississippi,Jackson,202
Mississippi,Jasper,2
Mississippi,Jefferson,1
Mississippi,Jefferson Davis,10
Mississippi,Jones,59
Mississippi,Kemper,
Mississippi,Lafayette,300
Mississippi,Lamar,23
Mississippi,Lauderdale,221
Mississippi,Lawrence,
Mississippi,Leake,
Mississippi,Lee,409
Mississippi,Leflore,129
Mississippi,Lincoln,10
Mississippi,Lowndes,90
Mississippi,Madison,143
Mississippi,Marion,12
Mississippi,Marshall,4
Mississippi,Monroe,4
Mississippi,Montgomery,2
Mississippi,Neshoba,21
Mississippi,Newton,5
Mississippi,Noxubee,15
Mississippi,Oktibbeha,85
Mississippi,Panola,17
Mississippi,Pearl River,23
Mississippi,Perry,1
Mississippi,Pike,146
Mississippi,Pontotoc,13
Mississippi,Prentiss,19
Mississippi,Quitman,3
Mississippi,Rankin,182
Mississippi,Scott,2
Mississippi,Sharkey,
Mississippi,Simpson,10
Mississippi,Smith,2
Mississippi,Stone,4
Mississippi,Sunflower,5
Mississippi,Tallahatchie,5
Mississippi,Tate,3
Mississippi,Tippah,20
Mississippi,Tishomingo,20
Mississippi,Tunica,3
Mississippi,Union,3
Mississippi,Walthall,1
Mississippi,Warren,212
Mississippi,Washington,49
Mississippi,Wayne,7
Mississippi,Webster,5
Mississippi,Wilkinson,2
Mississippi,Winston,27
Mississippi,Yalobusha,2
Mississippi,Yazoo,29
Missouri,Adair,45
Missouri,Andrew,4
Missouri,Atchison,2
Missouri,Audrain,44
Missouri,Barry,19
Missouri,Barton,8
Missouri,Bates,5
Missouri,Benton,13
Missouri,Bollinger,4
Missouri,Boone,590
Missouri,Buchanan,146
Missouri,Butler,112
Missouri,Caldwell,1
Missouri,Callaway,78
Missouri,Camden,60
Missouri,Cape Girardeau,201
Missouri,Carroll,1
Missouri,Carter,6
Missouri,Cass,63
Missouri,Cedar,10
Missouri,Chariton,3
Missouri,Christian,90
Missouri,Clark,1
Missouri,Clay,261
Missouri,Clinton,8
Missouri,Cole,130
Missouri,Cooper,15
Missouri,Crawford,10
Missouri,Dade,6
Missouri,Dallas,6
Missouri,Daviess,2
Missouri,DeKalb,1
Missouri,Dent,18
Missouri,Douglas,9
Missouri,Dunklin,50
Missouri,Franklin,99
Missouri,Gasconade,9
Missouri,Gentry,2
Missouri,Greene,972
Missouri,Grundy,16
Missouri,Harrison,8
Missouri,Henry,56
Missouri,Hickory,4
Missouri,Holt,2
Missouri,Howard,7
Missouri,Howell,92
Missouri,Iron,10
Missouri,Jackson,"1,574"
Missouri,Jasper,267
Missouri,Jefferson,177
Missouri,Johnson,72
Missouri,Knox,2
Missouri,Laclede,46
Missouri,Lafayette,38
Missouri,Lawrence,55
Missouri,Lewis,6
Missouri,Lincoln,38
Missouri,Linn,4
Missouri,Livingston,8
Missouri,Macon,10
Missouri,Madison,14
Missouri,Maries,3
Missouri,Marion,71
Missouri,McDonald,3
Missouri,Mercer,1
Missouri,Miller,8
Missouri,Mississippi,3
Missouri,Moniteau,5
Missouri,Monroe,2
Missouri,Montgomery,5
Missouri,Morgan,6
Missouri,New Madrid,4
Missouri,Newton,19
Missouri,Nodaway,25
Missouri,Oregon,2
Missouri,Osage,1
Missouri,Ozark,
Missouri,Pemiscot,22
Missouri,Perry,11
Missouri,Pettis,45
Missouri,Phelps,137
Missouri,Pike,6
Missouri,Platte,103
Missouri,Polk,61
Missouri,Pulaski,107
Missouri,Putnam,2
Missouri,Ralls,4
Missouri,Randolph,20
Missouri,Ray,6
Missouri,Reynolds,12
Missouri,Ripley,9
Missouri,Saline,31
Missouri,Schuyler,
Missouri,Scotland,2
Missouri,Scott,56
Missouri,Shannon,1
Missouri,Shelby,
Missouri,St. Charles,506
Missouri,St. Clair,2
Missouri,St. Francois,163
Missouri,St. Louis,"2,711"
Missouri,St. Louis City,"1,009"
Missouri,Ste. Genevieve,14
Missouri,Stoddard,15
Missouri,Stone,13
Missouri,Sullivan,
Missouri,Taney,34
Missouri,Texas,9
Missouri,Vernon,73
Missouri,Warren,14
Missouri,Washington,13
Missouri,Wayne,8
Missouri,Webster,20
Missouri,Worth,
Missouri,Wright,23
Montana,Beaverhead,18
Montana,Big Horn,7
Montana,Blaine,7
Montana,Broadwater,6
Montana,Carbon,7
Montana,Carter,
Montana,Cascade,241
Montana,Chouteau,4
Montana,Custer,41
Montana,Daniels,
Montana,Dawson,15
Montana,Deer Lodge,42
Montana,Fallon,
Montana,Fergus,27
Montana,Flathead,263
Montana,Gallatin,313
Montana,Garfield,1
Montana,Glacier,19
Montana,Golden Valley,0
Montana,Granite,1
Montana,Hill,50
Montana,Jefferson,8
Montana,Judith Basin,1
Montana,Lake,69
Montana,Lewis and Clark,301
Montana,Liberty,
Montana,Lincoln,38
Montana,Madison,4
Montana,McCone,
Montana,Meagher,1
Montana,Mineral,9
Montana,Missoula,508
Montana,Musselshell,2
Montana,Park,39
Montana,Petroleum,0
Montana,Phillips,4
Montana,Pondera,7
Montana,Powder River,
Montana,Powell,8
Montana,Prairie,
Montana,Ravalli,79
Montana,Richland,13
Montana,Roosevelt,22
Montana,Rosebud,22
Montana,Sanders,35
Montana,Sheridan,3
Montana,Silver Bow,185
Montana,Stillwater,4
Montana,Sweet Grass,2
Montana,Teton,7
Montana,Toole,7
Montana,Treasure,0
Montana,Valley,7
Montana,Wheatland,1
Montana,Wibaux,
Montana,Yellowstone,505
Nebraska,Adams,116
Nebraska,Antelope,3
Nebraska,Arthur,0
Nebraska,Banner,0
Nebraska,Blaine,0
Nebraska,Boone,1
Nebraska,Box Butte,18
Nebraska,Boyd,
Nebraska,Brown,1
Nebraska,Buffalo,164
Nebraska,Burt,1
Nebraska,Butler,1
Nebraska,Cass,9
Nebraska,Cedar,1
Nebraska,Chase,
Nebraska,Cherry,1
Nebraska,Cheyenne,10
Nebraska,Clay,1
Nebraska,Colfax,
Nebraska,Cuming,8
Nebraska,Custer,7
Nebraska,Dakota,46
Nebraska,Dawes,17
Nebraska,Dawson,24
Nebraska,Deuel,
Nebraska,Dixon,1
Nebraska,Dodge,48
Nebraska,Douglas,"2,124"
Nebraska,Dundy,
Nebraska,Fillmore,14
Nebraska,Franklin,2
Nebraska,Frontier,1
Nebraska,Furnas,
Nebraska,Gage,31
Nebraska,Garden,
Nebraska,Garfield,
Nebraska,Gosper,1
Nebraska,Grant,0
Nebraska,Greeley,
Nebraska,Hall,202
Nebraska,Hamilton,7
Nebraska,Harlan,
Nebraska,Hayes,0
Nebraska,Hitchcock,
Nebraska,Holt,19
Nebraska,Hooker,0
Nebraska,Howard,2
Nebraska,Jefferson,3
Nebraska,Johnson,
Nebraska,Kearney,4
Nebraska,Keith,11
Nebraska,Keya Paha,0
Nebraska,Kimball,
Nebraska,Knox,3
Nebraska,Lancaster,"1,124"
Nebraska,Lincoln,84
Nebraska,Logan,0
Nebraska,Loup,0
Nebraska,Madison,174
Nebraska,McPherson,0
Nebraska,Merrick,1
Nebraska,Morrill,
Nebraska,Nance,
Nebraska,Nemaha,2
Nebraska,Nuckolls,3
Nebraska,Otoe,10
Nebraska,Pawnee,1
Nebraska,Perkins,
Nebraska,Phelps,13
Nebraska,Pierce,1
Nebraska,Platte,64
Nebraska,Polk,1
Nebraska,Red Willow,18
Nebraska,Richardson,6
Nebraska,Rock,2
Nebraska,Saline,9
Nebraska,Sarpy,164
Nebraska,Saunders,6
Nebraska,Scotts Bluff,89
Nebraska,Seward,23
Nebraska,Sheridan,15
Nebraska,Sherman,1
Nebraska,Sioux,
Nebraska,Stanton,2
Nebraska,Thayer,3
Nebraska,Thomas,0
Nebraska,Thurston,24
Nebraska,Valley,7
Nebraska,Washington,7
Nebraska,Wayne,4
Nebraska,Webster,2
Nebraska,Wheeler,0
Nebraska,York,18
Nevada,Carson City,122
Nevada,Churchill,38
Nevada,Clark,"4,067"
Nevada,Douglas,55
Nevada,Elko,29
Nevada,Esmeralda,0
Nevada,Eureka,
Nevada,Humboldt,17
Nevada,Lander,3
Nevada,Lincoln,3
Nevada,Lyon,79
Nevada,Mineral,4
Nevada,Nye,63
Nevada,Pershing,4
Nevada,Storey,6
Nevada,Washoe,"1,375"
Nevada,White Pine,30
District of Columbia,District of Columbia,"3,133"
New Hampshire,Belknap,303
New Hampshire,Carroll,109
New Hampshire,Cheshire,242
New Hampshire,Coos,52
New Hampshire,Grafton,379
New Hampshire,Hillsborough,"1,139"
New Hampshire,Merrimack,568
New Hampshire,Rockingham,647
New Hampshire,Strafford,291
New Hampshire,Sullivan,75
New Jersey,Atlantic,393
New Jersey,Bergen,"2,089"
New Jersey,Burlington,"2,467"
New Jersey,Camden,"1,375"
New Jersey,Cape May,90
New Jersey,Cumberland,136
New Jersey,Essex,"1,563"
New Jersey,Gloucester,314
New Jersey,Hudson,376
New Jersey,Hunterdon,286
New Jersey,Mercer,"1,142"
New Jersey,Middlesex,"1,419"
New Jersey,Monmouth,"1,487"
New Jersey,Morris,"1,245"
New Jersey,Ocean,835
New Jersey,Passaic,562
New Jersey,Salem,63
New Jersey,Somerset,848
New Jersey,Sussex,206
New Jersey,Union,979
New Jersey,Warren,186
New Mexico,Bernalillo,"2,970"
New Mexico,Catron,3
New Mexico,Chaves,78
New Mexico,Cibola,87
New Mexico,Colfax,111
New Mexico,Curry,286
New Mexico,De Baca,16
New Mexico,Dona Ana,609
New Mexico,Eddy,67
New Mexico,Grant,148
New Mexico,Guadalupe,69
New Mexico,Harding,0
New Mexico,Hidalgo,7
New Mexico,Lea,79
New Mexico,Lincoln,105
New Mexico,Los Alamos,39
New Mexico,Luna,34
New Mexico,McKinley,118
New Mexico,Mora,4
New Mexico,Otero,163
New Mexico,Quay,118
New Mexico,Rio Arriba,191
New Mexico,Roosevelt,50
New Mexico,San Juan,280
New Mexico,San Miguel,276
New Mexico,Sandoval,460
New Mexico,Santa Fe,"1,019"
New Mexico,Sierra,23
New Mexico,Socorro,27
New Mexico,Taos,259
New Mexico,Torrance,22
New Mexico,Union,38
New Mexico,Valencia,168
New York,Albany,"1,035"
New York,Allegany,90
New York,Bronx,"2,744"
New York,Broome,373
New York,Cattaraugus,86
New York,Cayuga,132
New York,Chautauqua,192
New York,Chemung,236
New York,Chenango,92
New York,Clinton,187
New York,Columbia,101
New York,Cortland,152
New York,Delaware,52
New York,Dutchess,783
New York,Erie,"2,573"
New York,Essex,53
New York,Franklin,132
New York,Fulton,86
New York,Genesee,89
New York,Greene,39
New York,Hamilton,2
New York,Herkimer,28
New York,Jefferson,206
New York,Kings,"5,245"
New York,Lewis,56
New York,Livingston,62
New York,Madison,126
New York,Monroe,"1,868"
New York,Montgomery,39
New York,Nassau,"3,892"
New York,New York,"13,130"
New York,Niagara,221
New York,Oneida,353
New York,Onondaga,"1,071"
New York,Ontario,224
New York,Orange,846
New York,Orleans,22
New York,Oswego,153
New York,Otsego,115
New York,Putnam,295
New York,Queens,"3,468"
New York,Rensselaer,247
New York,Richmond,"1,007"
New York,Rockland,822
New York,Saratoga,359
New York,Schenectady,324
New York,Schoharie,38
New York,Schuyler,29
New York,Seneca,59
New York,St. Lawrence,200
New York,Steuben,165
New York,Suffolk,"3,779"
New York,Sullivan,143
New York,Tioga,69
New York,Tompkins,355
New York,Ulster,581
New York,Warren,236
New York,Washington,84
New York,Wayne,85
New York,Westchester,"3,560"
New York,Wyoming,81
New York,Yates,27
North Carolina,Alamance,218
North Carolina,Alexander,16
North Carolina,Alleghany,22
North Carolina,Anson,25
North Carolina,Ashe,44
North Carolina,Avery,67
North Carolina,Beaufort,59
North Carolina,Bertie,7
North Carolina,Bladen,24
North Carolina,Brunswick,108
North Carolina,Buncombe,"1,412"
North Carolina,Burke,241
North Carolina,Cabarrus,516
North Carolina,Caldwell,50
North Carolina,Camden,4
North Carolina,Carteret,102
North Carolina,Caswell,4
North Carolina,Catawba,312
North Carolina,Chatham,75
North Carolina,Cherokee,38
North Carolina,Chowan,13
North Carolina,Clay,9
North Carolina,Cleveland,122
North Carolina,Columbus,70
North Carolina,Craven,205
North Carolina,Cumberland,989
North Carolina,Currituck,8
North Carolina,Dare,57
North Carolina,Davidson,152
North Carolina,Davie,27
North Carolina,Duplin,37
North Carolina,Durham,"1,744"
North Carolina,Edgecombe,24
North Carolina,Forsyth,996
North Carolina,Franklin,57
North Carolina,Gaston,480
North Carolina,Gates,1
North Carolina,Graham,7
North Carolina,Granville,187
North Carolina,Greene,4
North Carolina,Guilford,"1,377"
North Carolina,Halifax,67
North Carolina,Harnett,118
North Carolina,Haywood,233
North Carolina,Henderson,198
North Carolina,Hertford,42
North Carolina,Hoke,63
North Carolina,Hyde,1
North Carolina,Iredell,315
North Carolina,Jackson,194
North Carolina,Johnston,180
North Carolina,Jones,4
North Carolina,Lee,95
North Carolina,Lenoir,69
North Carolina,Lincoln,39
North Carolina,Macon,72
North Carolina,Madison,34
North Carolina,Martin,22
North Carolina,McDowell,72
North Carolina,Mecklenburg,"2,846"
North Carolina,Mitchell,12
North Carolina,Montgomery,30
North Carolina,Moore,211
North Carolina,Nash,103
North Carolina,New Hanover,887
North Carolina,Northampton,8
North Carolina,Onslow,393
North Carolina,Orange,899
North Carolina,Pamlico,8
North Carolina,Pasquotank,72
North Carolina,Pender,43
North Carolina,Perquimans,6
North Carolina,Person,37
North Carolina,Pitt,618
North Carolina,Polk,38
North Carolina,Randolph,135
North Carolina,Richmond,66
North Carolina,Robeson,226
North Carolina,Rockingham,112
North Carolina,Rowan,295
North Carolina,Rutherford,90
North Carolina,Sampson,21
North Carolina,Scotland,60
North Carolina,Stanly,129
North Carolina,Stokes,17
North Carolina,Surry,74
North Carolina,Swain,38
North Carolina,Transylvania,79
North Carolina,Tyrrell,
North Carolina,Union,277
North Carolina,Vance,88
North Carolina,Wake,"2,989"
North Carolina,Warren,10
North Carolina,Washington,13
North Carolina,Watauga,219
North Carolina,Wayne,222
North Carolina,Wilkes,122
North Carolina,Wilson,112
North Carolina,Yadkin,27
North Carolina,Yancey,34
North Dakota,Adams,2
North Dakota,Barnes,8
North Dakota,Benson,4
North Dakota,Billings,0
North Dakota,Bottineau,
North Dakota,Bowman,
North Dakota,Burke,
North Dakota,Burleigh,222
North Dakota,Cass,462
North Dakota,Cavalier,1
North Dakota,Dickey,2
North Dakota,Divide,
North Dakota,Dunn,
North Dakota,Eddy,
North Dakota,Emmons,
North Dakota,Foster,
North Dakota,Golden Valley,8
North Dakota,Grand Forks,202
North Dakota,Grant,3
North Dakota,Griggs,
North Dakota,Hettinger,
North Dakota,Kidder,
North Dakota,LaMoure,1
North Dakota,Logan,
North Dakota,McHenry,
North Dakota,McIntosh,
North Dakota,McKenzie,1
North Dakota,McLean,1
North Dakota,Mercer,3
North Dakota,Morton,7
North Dakota,Mountrail,6
North Dakota,Nelson,
North Dakota,Oliver,
North Dakota,Pembina,2
North Dakota,Pierce,
North Dakota,Ramsey,50
North Dakota,Ransom,3
North Dakota,Renville,
North Dakota,Richland,2
North Dakota,Rolette,15
North Dakota,Sargent,
North Dakota,Sheridan,
North Dakota,Sioux,3
North Dakota,Slope,0
North Dakota,Stark,44
North Dakota,Steele,
North Dakota,Stutsman,71
North Dakota,Towner,6
North Dakota,Traill,
North Dakota,Walsh,5
North Dakota,Ward,133
North Dakota,Wells,
North Dakota,Williams,45
Ohio,Adams,32
Ohio,Allen,186
Ohio,Ashland,111
Ohio,Ashtabula,114
Ohio,Athens,287
Ohio,Auglaize,19
Ohio,Belmont,110
Ohio,Brown,31
Ohio,Butler,716
Ohio,Carroll,11
Ohio,Champaign,40
Ohio,Clark,189
Ohio,Clermont,179
Ohio,Clinton,94
Ohio,Columbiana,97
Ohio,Coshocton,22
Ohio,Crawford,54
Ohio,Cuyahoga,"4,155"
Ohio,Darke,36
Ohio,Defiance,81
Ohio,Delaware,231
